channel_id,message_id,issuer_id,sentiment_score,processed_text
"1136626166","49609","150","4","#Сбер (Сбербанк): Средства физлиц и юрлиц в Сбере за февраль увеличились на 2,3% и достигли 34,3 трлн рублей. Оценка: 4"
"1136626166","49609","7","4","#ВТБ (ВТБ): В ВТБ объём портфеля депозитов увеличился на 240 млрд рублей — это в пять раз больше, чем в предыдущем месяце. Оценка: 4"
"1197210433","17347","32","3","#AFLT (Аэрофлот): Авиа Аэрофлот получил допуски на регулярные рейсы в кипрский Пафос и кубинский Варадеро Оценка: 3"
"1320489152","118","62","4","#DSKY (Детский мир): Позитивная финансовая отчетность. Объем консолидированной аудированной выручки группы за 2018 год увеличился на 14,3% до 110,9 млрд. руб. по сравнению с 97,0 млрд. руб. в 2017 году, причем объем выручки интернет-магазина вырос практически в два раза до 8,8 млрд. руб., а объем выручки сети «Детский мир» в Казахстане вырос практически в два раза до 2,5 млрд. руб.; 2. Амбициозные планы компании. Менеджмент компании планирует на горизонте 4 лет открыть не менее 300 магазинов бренда «Детский мир» с возвратом инвестиций около 40%. В настоящее время компания ожидает, что в 2019 году рост сопоставимых продаж сети «Детский мир» в России может опережать динамику рынка детских товаров и находиться на уровне менее 10% за счет высокого уровня роста количества чеков. Еще одной ключевой стратегической целью Группы остается улучшение операционной эффективности, и как следствие, сохранение в среднесрочной перспективе двухзначного уровня рентабельности по скорректированной EBITDA. Оценка: 4"
"1041482399","8593","7","3","#ВТБ: цель достичь прибыли в 200 млрд руб. стала чуть дальше. Оценка: 3"
"1041482399","8593","26","2","#АФК Система: компания забыла о намерении снижать долг. Оценка: 2"
"1041482399","8593","163","0","#Татнефть: отчётность по итогам 1 квартала. Оценка: 0"
"1351339368","7203","150","4","#SBER (Сбербанк): «Сбербанк» — входит в «Горячую десятку» России — опубликовал результаты по МСФО за 2023 г. Чистая прибыль составила 1,57 трлн руб. — на уровне ожиданий. Чистая процентная маржа, по расчетам банка, выросла на 66 б.п. до 6,0%, чистые процентные доходы увеличились на 15,4 г/г без учета конверсионных операций в 2022 г. Ожидаем объявление дивидендов за 2023 г. в апреле. По нашей оценке, дивиденд может составить 34 руб. на акцию (11,5% — дивдоходность). Оценка: 4"
"1351339368","7203","265","4","#UGLD (ЮГК): ЮГК — входит в «Горячую десятку» России — опубликовал операционные результаты по итогам 2023 г. Выручка выросла на 19% г/г, производство золота сократилось на 7% г/г, добыча руды выросла на 31% г/г. Сохраняем позитивный взгляд на акции компании. Оценка: 4"
"1351339368","7203","27","4","#ALRS (Алроса): «Алроса» — результаты лучше ожиданий. Компания раскрыла финансовые результаты за 2-е пол. 2023 г. Выручка компании выросла на 25% г/г, EBITDA — на 60% г/г (+15% к нашим ожиданиям). Свободный денежный поток оказался негативным. Ожидаем рассмотрение компанией выплаты дивидендов в апреле. Сохраняем, положительный взгляд. Оценка: 4"
"1351339368","7203","219","2","#FIXP (Fix Price): Fix Price объявил слабые результаты за 4-й кв. 2023 г. Рост выручки составил 8% г/г, торговых площадей — 13% г/г. Четвертый квартал подряд происходит падение сопоставимых продаж. Мы не ожидаем операционных улучшений на горизонте 12 месяцев. Ожидаем больше ясности по дивидендам после завершения редомициляции компании из Кипра в Казахстан. Оценка: 2"
"1197210433","57419","11","4","#RUAL (Русал): Русал сообщил о покупке 79.995% голосующих акций в АО «Боксит Тимана». Оценка: 4"
"1075101206","14505","225","3","#TCSG (TCS Group): TCS Group (TCSG) рассматривает вариант редомициляции с Кипра. Делистинг с Лондонской фондовой биржи не рассматривается. Оценка: 3"
"1075101206","14505","204","3","#SGZH (Segezha): Segezha (SGZH) считает Египет «наиболее реалистичным вариантом» для создания нового завода. Оценка: 3"
"1075101206","14505","100","0","#MTSS (МТС): Финансовые результаты за 2022 год опубликуют МТС (MTSS). Оценка: 0"
"1075101206","14505","185","0","#HYDR (Русгидро): Финансовые результаты за 2022 год опубликуют Русгидро (HYDR). Оценка: 0"
"1197296889","5345","36","4","#BELU (Белуга): Толян точно что-то знал по Белуге ❤️ 😳 Оценка: 4"
"1203560567","15434","48","4","#GAZP (Газпром): Газпром в августе увеличил экспорт на 4%, до 16,2 млрд куб. м  -  новый  рекорд, добыча выросла лишь на 0,4%. Оценка: 4"
"1172556372","3855","56","4","#smlt (Самолет): Девелопер ""Самолет"" в I полугодии 2023 года увеличил продажи первичной недвижимости в натуральном выражении на 14% по сравнению с аналогичным периодом прошлого года, до 550,3 тыс. кв. м.  Как сообщила компания, объем продаж в стоимостном выражении вырос на 15% - до 97,3 млрд рублей.  По данным управленческой отчетности, выручка компании и скорректированная EBITDA также увеличились на 15%, до 101,8 млрд рублей и 25,1 млрд рублей соответственно. Чистая прибыль составила 12,5 млрд рублей. Оценка: 4"
"1203560567","277644","100","3","#MTSS (МТС): МТС в 2023 г дополнительно приобрела 38% оператора блокчейн-платформы Factorin Оценка: 3"
"1480181440","216","2","3","#МКБ (Московский Кредитный Банк): МКБ проведет заседание совета директоров. Оценка: 3"
"1480181440","216","111","3","#Лукойл: Лукойл проведет заседание совета директоров. Оценка: 3"
"1480181440","216","153","3","#Селигдар: Селигдар проведет заседание совета директоров. Оценка: 3"
"1480181440","216","48","3","#Газпром нефть: Газпром нефть проведет заседание совета директоров. Оценка: 3"
"1136626166","12345","7","1","#VTBR (ВТБ): Клиентам ВТБ злоумышленники по электронной почте начали сообщать о возникших долгах по жилищно-коммунальным услугам (до 20 тыс. руб.) и просят оплатить поддельные квитанции, сообщил представитель ВТБ. Если клиент начинал процесс оплаты онлайн и вводил реквизиты своей карты на фишинговых сайтах, то мошенники получали доступ к банковскому счету. Если же клиент игнорировал сообщение, то ему звонили мошенники от лица управляющей компании и убеждали в наличии «долга по квартплате». При этом мошенники также пытались выяснить реквизиты карты и предлагали совершить «тестовую транзакцию для проверки», сообщить им код из СМС. Оценка: 1"
"1203560567","275903","160","3","#SNGS (Сургутнефтегаз): Сургутнефтегаз в 2023г получил 1,2 трлн руб. чистой прибыли, может выплатить 11,53 руб. на преф. Оценка: 3"
"1228933667","2689","53","3","#Норникель (Norilsk Nickel): Норникель и Мосэнерго проведут заседания советов директоров. Оценка: 3"
"1203560567","2666","112","4","#TRNFP (РОСНЕФТЬ): «РОСНЕФТЬ» ЗАКЛЮЧИЛА КОНТРАКТ С «ТРАНСНЕФТЬЮ» НА ТРАНСПОРТ НЕФТИ В 2018 ГОДУ НА 10,2 МЛРД РУБЛЕЙ - «РОСНЕФТЬ» Оценка: 4"
"1001029560","5711","160","2","#Сургутнефтегаз (Сургутнефтегаз): Второе место в антирейтинге заняли обыкновенные акции Сургутнефтегаза, которые в 2019 г. выросли более чем на 90% в отсутствии явных корпоративных драйверов. Оценка: 2"
"1001029560","5711","175","1","#Транснефть (Транснефть): Почти все представители нефтегазового и потребительского секторов оказались хуже рынка. Оценка: 1"
"1351339368","6363","269","4","#CARM (CarMoney): CarMoney (ПАО «СмартТехГрупп») опубликовала первую отчетность с момента IPO: чистая прибыль по РСБУ составила 312 млн руб. (+44% г/г), что соответствует рентабельности капитала 26,4%. За 1П2023 г. портфель займов вырос на 7% г/г, а средний чек автозайма увеличился до 308 тыс. руб. (+15% г/г). Компания планирует опубликовать финансовую отчетность по МСФО 21 августа. Оценка: 4"
"1351339368","6363","215","2","#MSNG (Мосэнерго): ""Мосэнерго"" опубликовала финансовые результаты по МСФО за 1П2023 г. – чистая прибыль сократилась до 12,3 млрд руб. (-44,1% г/г), EBITDA составила 24,8 млрд руб. (-10,4% г/г). При этом выручка выросла до 117,8 млрд руб. (+9,2% г/г). Сохраняем негативный взгляд на акции компании в связи с завершением сезона дивидендов в секторе. Оценка: 2"
"1203560567","62868","74","4","#KMAZ (КАМАЗ): прогноз КАМАЗ ПЛАНИРУЕТ ПОЛУЧИТЬ ЧИСТУЮ ПРИБЫЛЬ ПО МСФО В 2020 Г НА УРОВНЕ 288 МЛН РУБ ПРОТИВ ПЛАНИРУЕМОГО УБЫТКА В 2019 Г - КАМАЗ - ПРАЙМ  КАМАЗ ПЛАНИРУЕТ СОХРАНИТЬ ПРОДАЖИ В РОССИИ В 2020 Г НА УРОВНЕ 2019 Г В 29 ТЫС МАШИН, ЭКСПОРТ НА УРОВНЕ 6,7 ТЫС - КОМПАНИЯ  КАМАЗ УВЕЛИЧИЛ ПЛАН ПО ИНВЕСТИЦИЯМ НА 2020 Г С БОЛЕЕ 10 МЛРД ДО 14,1 МЛРД РУБ - КОМПАНИЯ Оценка: 4"
"1203560567","240309","236","3","#YNDX (Яндекс): Уже в ближайшие недели могут определиться покупатели контрольного пакета «российского» «Яндекса» — источники. Оценка: 3"
"1203560567","48766","150","0","#SBER (СБЕРБАНК): СООБЩЕНИЕ. Оценка: 0"
"1041482399","9760","235","5","#Полиметалл: Лидеры Полиметалл +11,2%. Оценка: 5"
"1041482399","9760","127","4","#Полюс: Лидеры Полюс +3,5%. Оценка: 4"
"1041482399","9760","187","4","#Фосагро: Лидеры Фосагро +3,5%. Оценка: 4"
"1041482399","9760","103","4","#Мосбиржа: Лидеры Мосбиржа +3,2%. Оценка: 4"
"1041482399","9760","7","2","#ВТБ: Аутсайдеры ВТБ -1,7%. Оценка: 2"
"1041482399","9760","2","2","#МКБ: Аутсайдеры МКБ -1,9%. Оценка: 2"
"1041482399","9760","175","1","#Транснефть: Аутсайдеры Транснефть -8,7%. Оценка: 1"
"1239405989","5651","103","3","#MOEX (Московская Биржа): К вечеру среды индекс МосБиржи практически не изменился после роста по итогам предыдущих трех сессий и остался выше уровня 3 200 пунктов. Оценка: 3"
"1239405989","5651","111","4","#LKOH (Лукойл): Вице-премьер РФ Александр Новак заявил, что Россия в сентябре добровольно сократит экспорт нефти на 300 тыс. барр./сут с уровня июня, то есть до добровольных снижений поставок. Он также отметил, что российские власти рассматривают обращение Лукойла о выкупе акций у нерезидентов, а также допустил, что и другие компании отрасли обращались с подобными просьбами. Газпром нефть, Роснефть подешевели на 0,3-0,6%, Лукойл прибавил в цене 0,9%. Оценка: 4"
"1239405989","5651","47","4","#SIBN (Газпром нефть): Вице-премьер РФ Александр Новак заявил, что Россия в сентябре добровольно сократит экспорт нефти на 300 тыс. барр./сут с уровня июня, то есть до добровольных снижений поставок. Он также отметил, что российские власти рассматривают обращение Лукойла о выкупе акций у нерезидентов, а также допустил, что и другие компании отрасли обращались с подобными просьбами. Газпром нефть, Роснефть подешевели на 0,3-0,6%, Лукойл прибавил в цене 0,9%. Оценка: 4"
"1239405989","5651","112","4","#ROSN (Роснефть): Вице-премьер РФ Александр Новак заявил, что Россия в сентябре добровольно сократит экспорт нефти на 300 тыс. барр./сут с уровня июня, то есть до добровольных снижений поставок. Он также отметил, что российские власти рассматривают обращение Лукойла о выкупе акций у нерезидентов, а также допустил, что и другие компании отрасли обращались с подобными просьбами. Газпром нефть, Роснефть подешевели на 0,3-0,6%, Лукойл прибавил в цене 0,9%. Оценка: 4"
"1239405989","5651","99","2","#MTLR (Мечел): Хуже рынка выглядит Мечел, бумаги которого по-прежнему дешевеют после выхода отчетности. К завершению основной сессии обыкновенные и привилегированные акции потеряли соответственно 3,9 и 2,8%. Оценка: 2"
"1351339368","6414","58","4","#GCHE (Черкизово): На фоне новостей цена акций выросла на 5,0%. Мы по-прежнему позитивно смотрим на акции «Черкизово» благодаря высокому потенциалу роста в отрасли. Оценка: 4"
"1351339368","7230","100","4","#MTS (МТС): Выручка компании выросла до 168 млрд руб. (+18% г/г), скорр. OIBDA — до 57 млрд руб. (+4% г/г), чистая прибыль выросла до 16 млрд руб. (+196% г/г). Оценка: 4"
"1351339368","7230","103","4","#MOEX (Московская биржа): Набсовет рекомендовал выплату дивидендов за 2023 г. в размере 17,35 руб. на акцию, что оказалось выше ожиданий. Оценка: 4"
"1351339368","7230","32","4","#AFLT (Аэрофлот): EBITDA составила рекордные 211 млрд руб. (+114% г/г), на фоне роста объемов перевозок на 16% г/г, компания вышла на положительную скорр. чистую прибыль. Оценка: 4"
"1203560567","235577","116","3","#NLMK (НЛМК): ФАС предложила ограничить рентабельность российских металлургов уровнем 2019 года в рамках переговоров о мировом соглашении между регулятором и компаниями, следует из письма НЛМК в адрес службы — Ъ Оценка: 3"
"1203560567","235577","90","3","#CHMF (Магнитогорский металлургический комбинат): ФАС предложила ограничить рентабельность российских металлургов уровнем 2019 года в рамках переговоров о мировом соглашении между регулятором и компаниями, следует из письма НЛМК в адрес службы — Ъ Оценка: 3"
"1203560567","235577","90","3","#MAGN (ММК): ФАС предложила ограничить рентабельность российских металлургов уровнем 2019 года в рамках переговоров о мировом соглашении между регулятором и компаниями, следует из письма НЛМК в адрес службы — Ъ Оценка: 3"
"1300011741","19053","163","4","#Татнефть (Татнефть): В кейсе ""Татнефти"" сохраняется дивидендная интрига. На следующей неделе компания может представить отчётность по МСФО за второе полугодие и весь 2023 год. По оценкам аналитиков, во втором полугодии компания увеличила выручку на 34% п/п до 838 млрд руб., EBITDA - на 37% п/п до 258 млрд руб. Чистая прибыль компании могла вырасти на 19% п/п до 176,2 млрд руб. Текущая целевая цена аналитикиков «Финама» по обыкновенным акциям ""Татнефти"" составляет 798,7 руб. После роста последних недель оставшийся апсайд равен 7,2%. Целевая цена по привилегированным акциям составляет 791,7 руб., апсайд - 7,7%. Подробнее по ссылке. Проверьте инвестиционную идею по ""Татнефти"" с помощью искусственного интеллекта AI-скринер. Данная информация не является индивидуальной инвестиционной рекомендацией, и финансовые инструменты либо сделки, упомянутые в ней, могут не соответствовать Вашему финансовому положению, цели (целям) инвестирования, допустимому риску, и (или) ожидаемой доходности. АО «ФИНАМ» не несет ответственности за возможные убытки в случае совершения сделок либо инвестирования в финансовые инструменты, упомянутые в данной информации. Оценка: 4"
"1075101206","3938","53","3","#GKMN (Норникель): ДАТЫ ПРЕДСТОЯЩИХ ОТЧЁТНОСТЕЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. По итогам 2019 года. Оценка: 3"
"1075101206","3938","7","3","#VTBR (ВТБ): ДАТЫ ПРЕДСТОЯЩИХ ОТЧЁТНОСТЕЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. По итогам 2019 года. Оценка: 3"
"1075101206","3938","150","3","#SBER (Сбербанк): ДАТЫ ПРЕДСТОЯЩИХ ОТЧЁТНОСТЕЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. По итогам 2019 года. Оценка: 3"
"1075101206","3938","142","3","#RTKM (Ростелеком): ДАТЫ ПРЕДСТОЯЩИХ ОТЧЁТНОСТЕЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. По итогам 2019 года. Оценка: 3"
"1075101206","3938","32","3","#AFLT (Аэрофлот): ДАТЫ ПРЕДСТОЯЩИХ ОТЧЁТНОСТЕЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. По итогам 2019 года. Оценка: 3"
"1075101206","3938","185","3","#HYDR (Русгидро): ДАТЫ ПРЕДСТОЯЩИХ ОТЧЁТНОСТЕЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. По итогам 2019 года. Оценка: 3"
"1075101206","3938","111","3","#LKOH (Лукойл): ДАТЫ ПРЕДСТОЯЩИХ ОТЧЁТНОСТЕЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. По итогам 2019 года. Оценка: 3"
"1075101206","3938","27","3","#ALRS (Алроса): ДАТЫ ПРЕДСТОЯЩИХ ОТЧЁТНОСТЕЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. По итогам 2019 года. Оценка: 3"
"1075101206","3938","199","3","#UPRO (Юнипро): ДАТЫ ПРЕДСТОЯЩИХ ОТЧЁТНОСТЕЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. По итогам 2019 года. Оценка: 3"
"1075101206","3938","225","3","#TCSG (Тинькофф): ДАТЫ ПРЕДСТОЯЩИХ ОТЧЁТНОСТЕЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. По итогам 2019 года. Оценка: 3"
"1075101206","3938","100","3","#MTSS (МТС): ДАТЫ ПРЕДСТОЯЩИХ ОТЧЁТНОСТЕЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. По итогам 2019 года. Оценка: 3"
"1075101206","3938","57","3","#LSRG (ЛСР): ДАТЫ ПРЕДСТОЯЩИХ ОТЧЁТНОСТЕЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. По итогам 2019 года. Оценка: 3"
"1075101206","3938","103","3","#MOEX (Мосбиржа): ДАТЫ ПРЕДСТОЯЩИХ ОТЧЁТНОСТЕЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. По итогам 2019 года. Оценка: 3"
"1075101206","3938","235","3","#POLY (Полиметалл): ДАТЫ ПРЕДСТОЯЩИХ ОТЧЁТНОСТЕЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. По итогам 2019 года. Оценка: 3"
"1075101206","3938","175","3","#TRNF (Транснефть): ДАТЫ ПРЕДСТОЯЩИХ ОТЧЁТНОСТЕЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. По итогам 2019 года. Оценка: 3"
"1075101206","3938","186","3","#FEES (ФСК ЕЭС): ДАТЫ ПРЕДСТОЯЩИХ ОТЧЁТНОСТЕЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. По итогам 2019 года. Оценка: 3"
"1075101206","3938","48","3","#GAZP (Газпром): ДАТЫ ПРЕДСТОЯЩИХ ОТЧЁТНОСТЕЙ КРУПНЕЙШИХ РОССИЙСКИХ КОМПАНИЙ. По итогам 2019 года. Оценка: 3"
"1199979298","11355","177","4","#TRMK (ТМК): Акции компании растут на Мосбирже благодаря новостям о дивидендах. Оценка: 4"
"1197210433","51100","112","4","#ROSN (Роснефть): Собрание Акционеров компании Роснефть одобрило дивиденды за 2022 год в размере 17.97 рублей на акцию. Доходность: 3.7%. Оценка: 4"
"1197210433","58754","89","3","#MGNT (Магнит): Аномальная лимитка на покупку Объем: 983М ₽ (129090 лотов) Цена: 7620.0₽ Разница от текущей цены: -0.01% Изменение за день: -0.17% Объем до аномальной заявки: 984М ₽ Время: 2024-03-04 13:25:54 Замечено Шпионом РЦБ. Подключить: @StockSpy_bot Оценка: 3"
"1351339368","7103","27","2","#ALRS (Алроса): Продажи крупнейшего конкурента «Алросы» — производителя алмазов De Beers — сократились на 19% г/г до $370 млн в ходе первого цикла в 2024 г. (против -67% г/г в 10 цикле 2023 г.) — на уровне ожиданий источников в индустрии. Между тем продажи компании остались на ~40% ниже исторического уровня.  Оценка: 2"
"1351339368","7103","27","2","#ALRS (Алроса): Несмотря на снижение цен на алмазное сырье De Beers на ~10% в начале 2024 г., низкие объемы продаж указывают на всё ещё высокий уровень запасов в отрасли. На наш взгляд, новость является умеренно негативной для настроений на алмазном рынке, но мы продолжаем внимательно следить за новостями и индустриальными данными. Оценка: 2"
"1351339368","7103","27","4","#ALRS (Алроса): Хотя краткосрочно мы осторожно смотрим на «Алросу», сохраняем положительный среднесрочный взгляд на компанию ввиду перспектив восстановления рынка на горизонте 3-9 месяцев и привлекательной оценки. При текущих ценах и курсе рубля акции «Алросы» торгуются с мультипликатором EV/EBITDA 12M 3,6x (дисконт ~40% к среднеисторическому уровню). Доходность FCF на 2024 г. может составить 8-11%. Оценка: 4"
"1480181440","6688","258","3","#Astra (Астра): Можете потратить их на развитие, как Astra, или на закрытие старых долгов, как Южуралзолото, или на то и другое, как обещал Евротранс. Оценка: 3"
"1480181440","6688","265","3","#Южуралзолото (Южуралзолото): Можете потратить их на развитие, как Astra, или на закрытие старых долгов, как Южуралзолото, или на то и другое, как обещал Евротранс. Оценка: 3"
"1480181440","6688","272","3","#Евротранс (Евротранс): Можете потратить их на развитие, как Astra, или на закрытие старых долгов, как Южуралзолото, или на то и другое, как обещал Евротранс. Оценка: 3"
"1480181440","6688","237","4","#Софтлайн (Софтлайн): Пример SPO для развития — Софтлайн: занимать дорого, а акционеры вложатся. Оценка: 4"
"1136626166","15325","111","1","#LUKOIL (Лукойл): В Коми введен режим чрезвычайной ситуации из-за крупного разлива нефти на месторождении компании. Оценка: 1"
"1136626166","15325","111","2","#LUKOIL (Лукойл): Последний масштабный разлив нефти был в Коми совсем недавно — осенью 2020-го. Оценка: 2"
"1136626166","15325","111","1","#LUKOIL (Лукойл): В среднем разлив случается каждые полчаса — как правило, из-за старых трубопроводов, которые добывающие компании не спешат обновлять. Оценка: 1"
"1066174394","6871","26","4","#AFKS (АФК Система): АФК Система выводит на IPO один из своих основных активов Segezha Group и сегодня наконец определен диапазон цены 7,75-10,25 рублей, что показывает примерный объем капитализации в 122,5-152,4 млрд руб. На мой взгляд, приемлемые цифры для долгосрочной идеи под удвоение. Оценка: 4"
"1197210433","24677","36","3","#BELU (Белуга): Белуга (BELU) планирует наращивать инвестиции в неводочные категории - Мечетин. Оценка: 3"
"1351339368","7022","89","4","#MGNT (Магнит): Главным корпоративным событием стал выкуп акций у нерезидентов. Оценка: 4"
